age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,Income
29,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,lte50k
25,Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,46,United-States,lte50k
23,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,lte50k
34,Private,HS-grad,9,Separated,Sales,Unmarried,Black,Female,0,0,20,United-States,lte50k
27,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,2580,0,45,United-States,lte50k
32,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,Black,Male,15024,0,50,United-States,gt50k
33,Private,Some-college,10,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,lte50k
38,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,55,United-States,lte50k
21,Private,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,30,,lte50k
39,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,lte50k
50,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,gt50k
32,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,30,United-States,lte50k
40,Federal-gov,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,gt50k
58,Federal-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,United-States,gt50k
20,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,United-States,lte50k
63,,HS-grad,9,Divorced,,Not-in-family,White,Female,0,2205,40,United-States,lte50k
56,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States,lte50k
30,Local-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,lte50k
39,Private,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,39,United-States,lte50k
25,Private,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,gt50k
33,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,gt50k
41,State-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,lte50k
50,Private,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,lte50k
44,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,lte50k
27,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,lte50k
27,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,13550,0,40,United-States,gt50k
58,Private,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Italy,lte50k
25,Private,Some-college,10,Never-married,Tech-support,Own-child,White,Male,0,0,15,Mexico,lte50k
31,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,Amer-Indian-Eskimo,Female,0,0,40,United-States,lte50k
39,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,gt50k
55,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,gt50k
22,Private,Assoc-voc,11,Never-married,Other-service,Own-child,White,Female,0,0,12,United-States,lte50k
44,Private,Assoc-acdm,12,Separated,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,lte50k
41,,Assoc-voc,11,Married-civ-spouse,,Wife,White,Female,0,1628,5,,lte50k
44,Private,12th,8,Divorced,Transport-moving,Not-in-family,White,Female,0,0,40,United-States,lte50k
61,Private,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,54,United-States,lte50k
32,Private,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,lte50k
35,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,gt50k
28,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,lte50k
57,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,gt50k
32,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,65,United-States,gt50k
46,State-gov,7th-8th,4,Never-married,Other-service,Not-in-family,Black,Female,0,0,40,United-States,lte50k
26,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,1579,20,United-States,lte50k
43,Self-emp-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,lte50k
62,Local-gov,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,35,United-States,lte50k
60,State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,38,China,gt50k
67,Private,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,20,United-States,lte50k
19,Private,HS-grad,9,Never-married,Sales,Unmarried,Black,Female,0,0,30,United-States,lte50k
55,,HS-grad,9,Never-married,,Not-in-family,White,Female,0,0,40,United-States,lte50k
48,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,65,United-States,gt50k
19,State-gov,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,20,United-States,lte50k
19,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,30,United-States,lte50k
43,Private,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,lte50k
31,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,90,United-States,lte50k
65,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,45,United-States,lte50k
32,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,lte50k
36,State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,gt50k
41,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,lte50k
33,Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,3908,0,40,United-States,lte50k
72,,10th,6,Divorced,,Not-in-family,White,Male,0,0,12,United-States,lte50k
34,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1977,50,United-States,gt50k
27,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,lte50k
75,Self-emp-inc,11th,7,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,lte50k
39,,10th,6,Widowed,,Unmarried,White,Female,0,0,15,United-States,lte50k
51,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,40,United-States,gt50k
47,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,lte50k
31,Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,lte50k
40,Private,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,gt50k
48,Private,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,30,United-States,lte50k
36,Local-gov,Bachelors,13,Never-married,Protective-serv,Not-in-family,Black,Male,0,0,40,United-States,lte50k
18,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,lte50k
33,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,lte50k
34,Private,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,lte50k
51,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,3103,0,48,United-States,gt50k
39,State-gov,Assoc-acdm,12,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,lte50k
20,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,35,United-States,lte50k
67,Local-gov,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,20,United-States,lte50k
42,Private,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,60,United-States,lte50k
59,Private,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,lte50k
31,Local-gov,HS-grad,9,Never-married,Protective-serv,Not-in-family,Black,Male,0,0,40,United-States,lte50k
19,Private,Some-college,10,Never-married,Other-service,Unmarried,Black,Female,2036,0,30,United-States,lte50k
47,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,48,United-States,lte50k
68,Private,7th-8th,4,Married-civ-spouse,Other-service,Husband,White,Male,0,0,30,United-States,lte50k
30,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,lte50k
34,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,60,United-States,lte50k
49,Private,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,lte50k
38,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,gt50k
60,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,7298,0,40,United-States,gt50k
51,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,,gt50k
24,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,lte50k
18,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,Black,Female,0,1602,35,United-States,lte50k
24,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,lte50k
21,Private,5th-6th,3,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Mexico,lte50k
48,Local-gov,HS-grad,9,Married-civ-spouse,Tech-support,Wife,White,Female,0,1848,40,United-States,gt50k
52,Local-gov,9th,5,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,lte50k
48,Private,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,lte50k
40,Federal-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,66,United-States,gt50k
29,,11th,7,Divorced,,Not-in-family,White,Female,3418,0,48,United-States,lte50k
20,Private,Some-college,10,Never-married,Tech-support,Own-child,White,Female,0,0,20,United-States,lte50k
31,Private,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0,0,25,United-States,lte50k
30,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,lte50k
30,Private,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,,lte50k
51,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,40,United-States,lte50k
29,Private,Assoc-voc,11,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,lte50k
56,Self-emp-not-inc,Masters,14,Never-married,Sales,Not-in-family,White,Male,0,0,16,United-States,lte50k
46,Private,Bachelors,13,Separated,Tech-support,Unmarried,White,Female,0,0,40,United-States,lte50k
41,Private,Some-college,10,Separated,Prof-specialty,Own-child,White,Female,0,3900,40,United-States,lte50k
29,Private,5th-6th,3,Never-married,Other-service,Other-relative,White,Female,0,0,40,El-Salvador,lte50k
48,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,30,South,lte50k
34,Self-emp-inc,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,50,United-States,lte50k
42,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,lte50k
25,Private,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,30,Columbia,lte50k
47,Private,11th,7,Divorced,Other-service,Unmarried,Black,Female,0,0,40,United-States,lte50k
23,Private,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,lte50k
43,Local-gov,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,22,United-States,lte50k
19,Local-gov,Some-college,10,Never-married,Other-service,Own-child,Black,Female,0,0,35,United-States,lte50k
22,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,lte50k
40,Local-gov,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,70,United-States,lte50k
41,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Yugoslavia,lte50k
71,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2392,60,United-States,gt50k
42,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States,lte50k
31,State-gov,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,47,United-States,lte50k
69,,Some-college,10,Married-civ-spouse,,Husband,White,Male,0,0,32,United-States,lte50k
58,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,70,United-States,lte50k
36,Private,11th,7,Widowed,Other-service,Unmarried,Black,Female,0,0,12,United-States,lte50k
31,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,65,United-States,lte50k
20,,Some-college,10,Never-married,,Own-child,Other,Female,594,0,35,United-States,lte50k
41,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,lte50k
35,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,lte50k
62,,7th-8th,4,Married-civ-spouse,,Husband,White,Male,0,0,40,United-States,lte50k
28,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,15,United-States,lte50k
27,Private,12th,8,Married-civ-spouse,Farming-fishing,Own-child,White,Male,0,0,55,United-States,lte50k
17,Private,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,Canada,lte50k
35,Self-emp-not-inc,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,0,50,United-States,gt50k
45,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,0,0,99,United-States,lte50k
44,Private,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,lte50k
27,Private,Assoc-voc,11,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,0,0,40,Philippines,lte50k
51,Private,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,lte50k
49,Private,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,0,0,45,United-States,lte50k
64,Self-emp-not-inc,10th,6,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,10,United-States,gt50k
54,Self-emp-not-inc,7th-8th,4,Divorced,Transport-moving,Not-in-family,White,Male,0,0,45,Cuba,lte50k
43,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Other,Male,0,0,40,Mexico,lte50k
32,Private,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,35,United-States,lte50k
36,Private,Assoc-acdm,12,Never-married,Sales,Not-in-family,Black,Male,10520,0,43,United-States,gt50k
26,Self-emp-not-inc,HS-grad,9,Never-married,Sales,Other-relative,Asian-Pac-Islander,Male,0,0,50,United-States,gt50k
37,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,gt50k
38,Private,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,lte50k
26,Private,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,lte50k
50,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,50,United-States,gt50k
47,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,40,United-States,gt50k
42,Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,lte50k
66,Local-gov,HS-grad,9,Widowed,Transport-moving,Not-in-family,Black,Female,0,0,40,United-States,lte50k
43,Private,HS-grad,9,Separated,Adm-clerical,Not-in-family,Black,Female,0,0,32,United-States,lte50k
37,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,gt50k
37,Private,10th,6,Divorced,Exec-managerial,Unmarried,White,Female,0,0,35,United-States,lte50k
25,Private,Some-college,10,Never-married,Tech-support,Own-child,White,Female,0,0,40,United-States,lte50k
29,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,gt50k
63,,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,40,United-States,gt50k
50,Self-emp-not-inc,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3103,0,40,United-States,gt50k
42,State-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,70,United-States,lte50k
32,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,lte50k
42,State-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,gt50k
41,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,lte50k
25,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,3325,0,40,United-States,lte50k
65,Self-emp-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,lte50k
32,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,lte50k
32,Private,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Male,0,0,10,United-States,lte50k
24,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,lte50k
51,Federal-gov,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,lte50k
67,,10th,6,Never-married,,Not-in-family,Black,Female,0,0,35,United-States,lte50k
28,Private,11th,7,Married-spouse-absent,Other-service,Unmarried,White,Female,0,0,35,United-States,lte50k
32,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,gt50k
77,Private,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,lte50k
47,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,20,United-States,lte50k
26,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,lte50k
20,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,United-States,lte50k
57,State-gov,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,35,United-States,gt50k
40,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,lte50k
50,Private,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,gt50k
19,Private,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Own-child,White,Male,0,0,45,Mexico,lte50k
54,Federal-gov,12th,8,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,lte50k
51,Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,gt50k
51,Local-gov,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States,gt50k
38,State-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,7688,0,40,United-States,gt50k
68,,Bachelors,13,Married-civ-spouse,,Husband,White,Male,0,0,25,United-States,lte50k
17,Private,12th,8,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,lte50k
32,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,lte50k
29,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,lte50k
42,Private,Some-college,10,Divorced,Sales,Unmarried,White,Male,0,0,40,United-States,lte50k
40,Private,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,lte50k
27,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,lte50k
22,State-gov,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,20,United-States,lte50k
58,Private,11th,7,Widowed,Other-service,Not-in-family,White,Female,0,0,40,United-States,lte50k
61,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,gt50k
42,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Wife,Black,Female,0,0,35,United-States,gt50k
49,Private,Masters,14,Married-spouse-absent,Protective-serv,Not-in-family,Asian-Pac-Islander,Male,0,0,40,India,lte50k
41,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,,lte50k
43,Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,Black,Female,0,0,40,United-States,lte50k
46,Private,Bachelors,13,Divorced,Sales,Unmarried,White,Male,0,0,40,United-States,gt50k
28,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,gt50k
39,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,7688,0,50,United-States,gt50k
50,Local-gov,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,40,United-States,gt50k
57,Private,Some-college,10,Married-spouse-absent,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,lte50k
47,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,38,United-States,lte50k
79,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,lte50k
40,Private,HS-grad,9,Married-civ-spouse,Priv-house-serv,Wife,White,Female,0,0,45,United-States,lte50k
35,Federal-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,Vietnam,lte50k
35,Local-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1740,80,United-States,lte50k
30,Private,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,60,United-States,gt50k
26,Private,10th,6,Never-married,Farming-fishing,Not-in-family,Black,Male,0,0,40,United-States,lte50k
49,Private,HS-grad,9,Never-married,Transport-moving,Unmarried,Black,Female,1506,0,40,United-States,lte50k
48,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,lte50k
22,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,45,United-States,lte50k
22,Private,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,30,United-States,lte50k
50,Private,10th,6,Separated,Adm-clerical,Not-in-family,Black,Female,0,0,47,Jamaica,lte50k
47,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,lte50k
36,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,lte50k
44,Private,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,gt50k
73,Private,9th,5,Widowed,Other-service,Unmarried,White,Female,0,0,9,United-States,lte50k
24,,HS-grad,9,Never-married,,Not-in-family,Asian-Pac-Islander,Female,0,0,45,,lte50k
34,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,gt50k
37,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,Hong,lte50k
28,,12th,8,Married-civ-spouse,,Wife,White,Female,0,0,20,Germany,lte50k
46,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,gt50k
20,,Some-college,10,Never-married,,Own-child,White,Female,0,0,35,United-States,lte50k
29,Private,5th-6th,3,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,Mexico,lte50k
24,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,lte50k
29,State-gov,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,35,United-States,lte50k
18,Private,12th,8,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,United-States,lte50k
41,Private,Bachelors,13,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,90,United-States,gt50k
59,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,gt50k
27,Private,5th-6th,3,Never-married,Farming-fishing,Unmarried,White,Male,0,0,50,United-States,lte50k
50,Private,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,lte50k
25,Private,1st-4th,2,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,24,Mexico,lte50k
42,Private,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,0,0,45,United-States,lte50k
36,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Japan,lte50k
62,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,60,United-States,gt50k
71,Private,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,lte50k
38,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,55,United-States,gt50k
44,Private,HS-grad,9,Married-spouse-absent,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,lte50k
19,,10th,6,Never-married,,Own-child,White,Male,0,0,30,United-States,lte50k
49,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,lte50k
60,Self-emp-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,40,United-States,gt50k
28,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Poland,lte50k
26,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,55,United-States,lte50k
18,Private,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,12,United-States,lte50k
43,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,gt50k
65,Local-gov,12th,8,Widowed,Exec-managerial,Not-in-family,White,Male,2009,0,44,United-States,lte50k
23,Private,10th,6,Never-married,Craft-repair,Own-child,White,Male,0,0,44,United-States,lte50k
21,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,35,United-States,lte50k
20,Self-emp-not-inc,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,lte50k
19,Private,Some-college,10,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,0,0,18,Philippines,lte50k
77,Private,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,32,United-States,lte50k
32,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,lte50k
37,Local-gov,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,30,United-States,lte50k
29,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,lte50k
59,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2415,45,United-States,gt50k
22,Private,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,lte50k
30,,Bachelors,13,Married-civ-spouse,,Wife,White,Female,0,0,20,United-States,lte50k
